transaction_id,store_id,product_id,timestamp,sales_value,quantity_sold,inventory_level,cogs,tax,discount,loyalty_id,payment_type,clerk_id,department,brand,promotion_name,store_location,stock_status,is_weekend,weather_context
TXN-50158,STORE-9,P-40,2024-05-10,57.57,1,692,34.54,2.88,0.00,L-1158,Card,EMP-8,Meat,Private Label,Winter Sale,New York,Low Stock,NO,Rainy
TXN-50159,STORE-10,P-90,2024-08-11, 40.70 ,,99,24.42,2.04,0.00,L-1159,Card,EMP-15,Deli,Private Label,None,New York,In Stock,NO,Sunny
TXN-50160,STORE-1,P-90,2025-12-16,47.12,5,822,28.27,2.36,0.00,,Cash,EMP-24,Meat,National Brand,None,London,In Stock,NO,Sunny
TXN-50161,STORE-2,P-330,2025-02-11,12.20,900,518,7.32,0.61,0.00,L-1161,Cash,EMP-35,Grocery,National Brand,None,New York,In Stock,NO,Snowy
TXN-50162,STORE-3,P-29,2025-06-01,14.41,2,646,8.65,0.72,0.00,L-1162,Card,EMP-11,Bakery,Premium Brand,None,New York,In Stock,NO,Sunny
TXN-50163,STORE-4,P-316,2025-09-03,119.32,4,626,71.59,5.97,0.00,L-1163,Cash,EMP-17,Produce,National Brand,None,Paris,In Stock,NO,Cloudy
TXN-50164,STORE-5,P-485,2025-03-23,8.40,5,931,5.04,0.42,0.00,L-1164,Cash,EMP-6,Meat,National Brand,None,Paris,In Stock,NO,Rainy
TXN-50165,STORE-6,P-250,2024-03-29,26.35,5,530,15.81,1.32,0.00,L-1165,Cash,EMP-10,Deli,National Brand,None,Berlin,In Stock,NO,Sunny
TXN-50166,STORE-7,P-259,2024-04-01,55.39,,779,33.23,2.77,0.00,,Mobile Pay,EMP-37,Meat,Premium Brand,Winter Sale,Tokyo,In Stock,NO,Sunny
TXN-50167,STORE-8,P-443,2024-03-11,38.63,10,849,23.18,1.93,0.00,L-1167,Cash,EMP-47,Bakery,Private Label,None,London,In Stock,NO,Snowy
TXN-50168,STORE-9,P-195,2025-06-11,74.87,2,561,44.92,3.74,0.00,L-1168,Cash,EMP-25,Grocery,Premium Brand,None,Paris,In Stock,NO,Rainy
TXN-50169,STORE-10,P-229,2024-04-03,87.32,3,496,52.39,4.37,0.00,,Mobile Pay,EMP-46,Dairy,Private Label,None,Tokyo,In Stock,YES,Cloudy
TXN-50170,STORE-1,P-472,2025-12-05,93.33,3,634,56.00,4.67,0.00,L-1170,Mobile Pay,EMP-13,Meat,Premium Brand,None,Berlin,In Stock,YES,Snowy
TXN-50171,STORE-2,P-406,2024-09-04,25.38,10,571,15.23,1.27,0.00,,Card,EMP-28,Produce,National Brand,None,Paris,In Stock,NO,Snowy
TXN-50172,STORE-3,P-175,2026-03-08,24.52,7,96,14.71,1.23,4.90,L-1172,Card,EMP-24,Dairy,Premium Brand,None,Berlin,In Stock,YES,Rainy
TXN-50173,STORE-4,P-78,2025-08-20,32.80,6,341,19.68,1.64,0.00,,Cash,EMP-24,Grocery,Private Label,None,Tokyo,In Stock,NO,Rainy
TXN-50174,STORE-5,P-467,2024-02-04,63.52,4,45,38.11,3.18,0.00,,Mobile Pay,EMP-26,Grocery,Private Label,None,London,In Stock,NO,Snowy
TXN-50175,STORE-6,,2025-05-27,71.75,1,755,43.05,3.59,0.00,,Card,EMP-30,Dairy,National Brand,None,New York,In Stock,YES,Sunny
TXN-50176,STORE-7,P-263,2025-03-05,121.29,4,929,72.78,6.06,0.00,L-1176,Cash,EMP-31,Dairy,Private Label,None,London,In Stock,YES,Rainy
TXN-50177,STORE-8,P-231,2024-12-01,147.46,4,402,88.48,7.37,0.00,,Cash,EMP-21,Dairy,National Brand,None,Tokyo,In Stock,YES,Snowy
TXN-50178,STORE-9,P-364,2025-10-28,54.30,9,430,32.58,2.71,0.00,,Card,EMP-33,Dairy,Premium Brand,None,Berlin,In Stock,NO,Rainy
TXN-50179,STORE-10,P-497,2025-06-18,29.01,2,920,17.41,1.45,0.00,,Card,EMP-3,Bakery,National Brand,None,New York,In Stock,NO,Rainy
TXN-50180,STORE-1,P-305,2024-09-27,73.32,2,765,43.99,3.67,0.00,L-1180,Cash,EMP-17,Bakery,Premium Brand,None,Paris,Low Stock,NO,Snowy
TXN-50181,STORE-2,P-421,2026-03-01,148.80,9,715,89.28,7.44,0.00,,Card,EMP-31,Produce,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-50182,STORE-3,P-275,1771916243831,23.03,2,279,13.82,1.15,0.00,,Card,EMP-44,Grocery,Premium Brand,None,London,In Stock,YES,Cloudy
TXN-50183,STORE-4,P-267,2025-07-18,23.26,4,864,13.96,1.16,0.00,L-1183,Mobile Pay,EMP-28,Bakery,Private Label,None,New York,In Stock,NO,Sunny
TXN-50184,STORE-5,P-284,2024-08-25,9.52,7,273,5.71,0.48,0.00,L-1184,Card,EMP-43,Meat,Premium Brand,None,Tokyo,In Stock,NO,Rainy
TXN-50185,STORE-6,P-301,2024-11-08,92.58,6,322,55.55,4.63,0.00,L-1185,Mobile Pay,EMP-50,Bakery,Private Label,None,New York,In Stock,YES,Sunny
TXN-50186,STORE-7,P-391,2024-02-05,121.52,7,536,72.91,6.08,0.00,,Cash,EMP-41,Produce,National Brand,None,London,In Stock,YES,Snowy
TXN-50187,STORE-8,P-311,2026-02-09,122.92,3,38,73.75,6.15,24.58,,Card,EMP-40,Dairy,Premium Brand,Winter Sale,Berlin,In Stock,NO,Sunny
TXN-50188,STORE-9,,1726385599076,92.45,4,145,55.47,4.62,0.00,,Mobile Pay,EMP-25,Produce,Premium Brand,None,Berlin,In Stock,NO,Snowy
TXN-50189,STORE-10,P-452,2024-04-09,85.92,4,569,51.55,4.30,0.00,,Mobile Pay,EMP-26,Meat,National Brand,None,New York,In Stock,NO,Rainy
TXN-50190,STORE-1,P-408,3/6/2026,83.60,1,46,50.16,4.18,0.00,L-1190,Mobile Pay,EMP-2,Dairy,Premium Brand,None,Berlin,In Stock,NO,Sunny
TXN-50191,STORE-2,P-139,2024-01-13,61.83,2,863,37.10,3.09,0.00,,Card,EMP-19,Meat,National Brand,None,Tokyo,In Stock,YES,Cloudy
TXN-50192,STORE-3,P-388,2024-05-16,43.65,9,216,26.19,2.18,0.00,L-1192,Cash,EMP-39,Bakery,Premium Brand,None,Paris,In Stock,NO,Snowy
TXN-50193,STORE-4,P-413,2025-07-15,15.94,3,148,9.56,0.80,0.00,L-1193,Mobile Pay,EMP-46,Meat,Premium Brand,None,Tokyo,In Stock,NO,Rainy
TXN-50194,STORE-5,P-24,1750055808471,98.37,3,185,59.02,4.92,0.00,,Cash,EMP-29,Deli,Private Label,None,New York,In Stock,YES,Rainy
TXN-50195,STORE-6,P-383,2025-04-27,78.98,1,327,47.39,3.95,0.00,,Card,EMP-5,Produce,National Brand,None,London,In Stock,NO,Sunny
TXN-50196,STORE-7,P-203,2024-12-01,55.66,3,145,33.40,2.78,0.00,L-1196,Mobile Pay,EMP-2,Deli,Private Label,None,Paris,In Stock,NO,Sunny
TXN-50197,STORE-8,P-26,2024-09-15,46.65,2,63,27.99,2.33,0.00,,Cash,EMP-45,Dairy,Premium Brand,None,New York,Low Stock,YES,Cloudy
TXN-50198,STORE-9,P-10,2025-03-05,6.38,10,784,3.83,0.32,0.00,,Cash,EMP-45,Deli,National Brand,None,Tokyo,In Stock,YES,Cloudy
TXN-50199,STORE-10,P-20,2024-12-01,103.24,1,69,61.94,5.16,0.00,,Cash,EMP-22,Produce,National Brand,None,Paris,In Stock,NO,Rainy
TXN-50200,STORE-1, P-430 ,2026-02-22,58.23,10,853,34.94,2.91,0.00,L-1200,Card,EMP-38,Deli,National Brand,None,New York,In Stock,NO,Snowy
TXN-50201,STORE-2,P-216,2024-09-24,109.05,10,468,65.43,5.45,0.00,L-1201,Card,EMP-16,Bakery,National Brand,None,Berlin,In Stock,NO,Snowy
TXN-50202,STORE-3,P-203,2025-09-07,64.31,1,880,38.58,3.22,0.00,L-1202,Mobile Pay,EMP-24,Grocery,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-50203,STORE-4,P-39,2025-02-07,54.22,8,660,32.53,2.71,0.00,L-1203,Cash,EMP-25,Meat,Premium Brand,None,Berlin,In Stock,YES,Cloudy
TXN-50204,STORE-5,P-497,2025-06-30,94.88,7,393,56.93,4.74,18.98,,Cash,EMP-42,Meat,Private Label,None,Paris,In Stock,YES,Rainy
TXN-50205,STORE-6,P-224,2025-05-29,136.27,4,185,81.76,6.81,0.00,L-1205,Card,EMP-39,Dairy,Private Label,None,London,In Stock,NO,Snowy
TXN-50206,STORE-7,P-30,2025-03-11,130.91,9,863,78.55,6.55,0.00,L-1206,Cash,EMP-50,Dairy,National Brand,None,New York,In Stock,YES,Rainy
TXN-50207,STORE-8,P-383,2026-03-02,72.48,6,16,43.49,3.62,0.00,,Card,EMP-35,Meat,National Brand,None,Paris,In Stock,YES,Cloudy
TXN-50208,STORE-9,P-318,2026-03-02,,9,763,31.27,2.61,10.42,,Cash,EMP-34,Bakery,Private Label,None,Paris,In Stock,NO,Cloudy
TXN-50209,STORE-10,P-484,2025-04-06,70.13,7,363,42.08,3.51,0.00,,Mobile Pay,EMP-27,Bakery,Premium Brand,None,London,In Stock,YES,Snowy
TXN-50210,STORE-1,P-429,5/5/2024,64.82,1,831,38.89,3.24,0.00,,Cash,EMP-28,Meat,Premium Brand,None,New York,In Stock,NO,Sunny
TXN-50211,STORE-2,P-418,2024-01-24,,7,393,25.06,2.09,0.00,L-1211,Card,EMP-13,Grocery,National Brand,None,Tokyo,In Stock,YES,Cloudy
TXN-50212,STORE-3,P-205,2024-08-25,124.21,3,317,74.53,6.21,0.00,,Card,EMP-33,Meat,National Brand,None,Paris,In Stock,NO,Rainy
TXN-50213,STORE-4,P-39,2025-08-31,41.79,2,137,25.07,2.09,0.00,L-1213,Card,EMP-15,Produce,Premium Brand,None,Paris,In Stock,NO,Cloudy
TXN-50214,STORE-5,P-425,2025-10-30,106.51,900,354,63.91,5.33,0.00,L-1214,Card,EMP-14,Produce,Private Label,None,New York,In Stock,NO,Cloudy
TXN-50215,STORE-6,P-229,2025-05-15,43.58,6,181,26.15,2.18,0.00,,Cash,EMP-49,Meat,Premium Brand,None,Tokyo,In Stock,NO,Rainy
TXN-50216,STORE-7,P-129,2025-05-04,142.46,6,193,85.48,7.12,0.00,,Cash,EMP-21,Grocery,National Brand,None,Tokyo,In Stock,NO,Snowy
TXN-50217,STORE-8,P-255,2024-12-04,140.65,10,962,84.39,7.03,0.00,,Card,EMP-36,,Private Label,None,Paris,In Stock,YES,Cloudy
TXN-50218,STORE-9,P-497,2025-05-31,109.60,5,367,65.76,5.48,0.00,,Card,EMP-46,Bakery,National Brand,None,Paris,In Stock,NO,Sunny
TXN-50219,STORE-10,P-327,11/7/2024,93.09,2,177,55.86,4.65,0.00,L-1219,Cash,EMP-39,Dairy,Premium Brand,None,London,Low Stock,YES,Cloudy
TXN-50220,STORE-1,P-369,2024-02-22,77.03,7,931,46.22,3.85,0.00,,Cash,EMP-24,Grocery,Premium Brand,None,Berlin,In Stock,NO,Cloudy
TXN-50221,STORE-2,P-12,2025-10-08,104.81,9,179,62.89,5.24,0.00,,Mobile Pay,EMP-32,Grocery,National Brand,None,Paris,In Stock,YES,Sunny
TXN-50222,STORE-3,P-75,2025-08-09,92.21,4,576,55.33,4.61,0.00,L-1222,Card,EMP-27,Grocery,Private Label,None,London,In Stock,NO,Rainy
TXN-50223,STORE-4,P-299,2024-03-02,41.70,10,710,25.02,2.09,8.34,L-1223,Cash,EMP-2,Deli,Premium Brand,None,Berlin,In Stock,NO,Sunny
TXN-50224,STORE-5,P-489,Thu Sep 12 2024,126.47,8,605,75.88,6.32,25.29,,Card,EMP-44, Meat ,Private Label,None,London,In Stock,NO,Snowy
TXN-50225,STORE-6,P-378,2026-03-06,93.15,10,495,55.89,4.66,0.00,,Mobile Pay,EMP-3,Produce,Private Label,None,Berlin,In Stock,NO,Snowy
TXN-50226,STORE-7,P-220,2026-03-12,30.40,6,715,18.24,1.52,0.00,L-1226,Mobile Pay,EMP-14,,Private Label,None,London,In Stock,NO,Sunny
TXN-50227,STORE-8,P-215,2024-10-04,115.40,,43,69.24,5.77,0.00,L-1227,Mobile Pay,EMP-17,Grocery,Private Label,None,New York,In Stock,NO,Snowy
TXN-50228,STORE-9,,2024-10-05,28.89,4,663,17.33,1.44,5.78,,Cash,EMP-9,Produce,Premium Brand,None,Tokyo,In Stock,YES,Cloudy
TXN-50229,STORE-10,P-413,2026-02-10,120.73,6,951,72.44,6.04,24.15,L-1229,Mobile Pay,EMP-39,Produce,Premium Brand,None,Berlin,In Stock,NO,Rainy
TXN-50230,STORE-1,P-468,2026-02-08,73.86,10,262,44.31,3.69,0.00,L-1230,Cash,EMP-14,Dairy,Private Label,None,Tokyo,In Stock,NO,Cloudy
TXN-50231,STORE-2,P-422,2026-01-23,81.36,5,781,48.81,4.07,0.00,,Card,EMP-44,Dairy,Private Label,None,New York,In Stock,YES,Sunny
TXN-50232,STORE-3,P-363,2025-08-25,150.57,6,857,90.34,7.53,0.00,L-1232,Cash,EMP-26,Grocery,Private Label,None,London,In Stock,NO,Snowy
TXN-50233,STORE-4,P-349,2026-02-13,50.65,1,318,30.39,2.53,0.00,,Mobile Pay,EMP-45,Produce,Premium Brand,None,Paris,In Stock,NO,Rainy
TXN-50234,STORE-5,P-128,2025-07-25,54.26,6,412,32.55,2.71,0.00,,Mobile Pay,EMP-50,Grocery,Private Label,None,New York,In Stock,NO,Snowy
TXN-50235,STORE-6,P-119,2024-08-01,41.74,5,392,25.05,2.09,0.00,L-1235,Cash,EMP-35,Grocery,National Brand,None,Paris,In Stock,NO,Sunny
TXN-50236,STORE-7,P-426,2025-01-08,79.12,3,693,47.47,3.96,0.00,,Cash,EMP-15,Bakery,Premium Brand,None,New York,In Stock,YES,Sunny
TXN-50237,STORE-8,P-330,2024-09-06,101.84,1,209,61.10,5.09,0.00,,Card,EMP-18,Produce,National Brand,None,New York,In Stock,YES,Rainy
TXN-50238,STORE-9,P-65,2024-06-23,128.96,7,12,77.38,6.45,25.79,L-1238,Mobile Pay,EMP-46,Bakery,National Brand,None,New York,In Stock,NO,Rainy
TXN-50239,STORE-10,P-305,2025-11-28,71.49,6,937,42.89,3.57,0.00,,Mobile Pay,EMP-36,Bakery,Premium Brand,None,New York,In Stock,YES,Sunny
TXN-50240,STORE-1,P-129,2024-06-30,58.83,5,400,35.30,2.94,0.00,,Card,EMP-30,Dairy,Private Label,None,New York,In Stock,NO,Sunny
TXN-50241,STORE-2,P-450,Wed May 21 2025,15.25,3,93,9.15,0.76,0.00,,Card,EMP-3,Bakery,Private Label,None,London,In Stock,NO,Rainy
TXN-50242,STORE-3,P-44,2026-03-06,139.99,1,297,83.99,7.00,0.00,L-1242,Card,EMP-10,Produce,Premium Brand,None,Berlin,In Stock,NO,Sunny
TXN-50243,STORE-4,P-176,2025-02-12,60.26,6,402,36.16,3.01,12.05,L-1243,Mobile Pay,EMP-14,Dairy,National Brand,None,Berlin,In Stock,NO,Rainy
TXN-50244,STORE-5,P-458,2025-11-12,36.42,8,318,21.85,1.82,0.00,,Card,EMP-28,Grocery,Premium Brand,None,Paris,In Stock,NO,Cloudy
TXN-50245,STORE-6,P-330,2025-09-05,51.11,2,244,30.67,2.56,0.00,L-1245,Card,EMP-40,Grocery,National Brand,None,New York,In Stock,NO,Sunny
TXN-50246,STORE-7,P-154,2025-08-13,54.37,700,721,32.62,2.72,10.87,,Mobile Pay,EMP-49,Produce,Premium Brand,None,London,In Stock,NO,Snowy
TXN-50247,STORE-8,P-347,1764879780801,13.40,7,65,8.04,0.67,0.00,,Mobile Pay,EMP-29,Grocery,Private Label,None,Berlin,In Stock,YES,Sunny
TXN-50248,STORE-9,P-429,2024-04-27,90.84,7,718,54.50,4.54,0.00,L-1248,Card,EMP-12,Produce,Premium Brand,Winter Sale,London,In Stock,NO,Snowy
TXN-50249,STORE-10,P-172,2025-11-10,109.03,2,705,65.42,5.45,0.00,,Cash,EMP-7,Bakery,Private Label,Winter Sale,Tokyo,In Stock,YES,Snowy
TXN-50250,STORE-1,P-61,2025-09-16,36.45,4,80,21.87,1.82,0.00,L-1250,Card,EMP-5,Produce,National Brand,None,Berlin,In Stock,YES,Snowy
TXN-50251,STORE-2,P-174,2024-04-26,71.78,7,156,43.07,3.59,0.00,,Mobile Pay,EMP-18,Dairy,National Brand,None,Paris,In Stock,YES,Rainy
TXN-50252,STORE-3,P-301,2025-07-25,10.77,10,601,6.46,0.54,0.00,,Mobile Pay,EMP-41,Grocery,Private Label,Winter Sale,Paris,In Stock,NO,Rainy
TXN-50253,STORE-4,P-298,2024-06-21,22.46,1,543,13.47,1.12,0.00,,Cash,EMP-17,Bakery,Premium Brand,None,Paris,In Stock,NO,Cloudy
TXN-50254,STORE-5,P-323,2025-04-16,9.52,10,294,5.71,0.48,0.00,,Cash,EMP-2,Dairy,Premium Brand,None,Berlin,In Stock,NO,Rainy
TXN-50255,STORE-6,P-245,2025-06-16,70.20,10,62,42.12,3.51,0.00,L-1255,Card,EMP-15,Deli,National Brand,None,Tokyo,In Stock,NO,Snowy
TXN-50256,STORE-7,,Mon Apr 29 2024,126.52,2,463,75.91,6.33,0.00,,Mobile Pay,EMP-22,Deli,National Brand,None,Tokyo,In Stock,YES,Snowy
TXN-50257,STORE-8,P-344,2025-12-16,150.55,4,588,90.33,7.53,0.00,L-1257,Card,EMP-34,Bakery,National Brand,None,Tokyo,In Stock,YES,Sunny
TXN-50258,STORE-9,P-222,2024-04-02,14.39,6,953,8.63,0.72,0.00,,Mobile Pay,EMP-34,Grocery,Private Label,None,London,Low Stock,NO,Rainy
TXN-50259,STORE-10,P-236,2025-05-14,83.49,1,171,50.10,4.17,0.00,,Card,EMP-45,Meat,National Brand,None,Tokyo,In Stock,NO,Rainy
TXN-50260,STORE-1,P-418,2024-10-03,99.07,300,553,59.44,4.95,0.00,,Cash,EMP-35,Produce,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-50261,STORE-2,P-229,2024-12-20,107.59,9,224,64.55,5.38,0.00,L-1261,Card,EMP-42,Dairy,National Brand,None,London,In Stock,YES,Snowy
TXN-50262,STORE-3,P-335,2024-09-22,80.79,1,433,48.47,4.04,0.00,L-1262,Cash,EMP-27,Meat,National Brand,None,Tokyo,In Stock,YES,Rainy
TXN-50263,STORE-4,P-324,2024-07-10,36.29,1,827,21.77,1.81,0.00,L-1263,Card,EMP-49,Meat,National Brand,None,Tokyo,In Stock,NO,Sunny
TXN-50264,STORE-5,P-122,2024-07-27,10.88,7,636,6.53,0.54,0.00,,Card,EMP-32,Produce,National Brand,Winter Sale,Paris,In Stock,NO,Snowy
TXN-50265,STORE-6,P-179,2024-02-10,101.11,9,669,60.66,5.06,0.00,,Cash,EMP-25,Dairy,National Brand,None,Tokyo,In Stock,NO,Rainy
TXN-50266,STORE-7,P-304,2025-09-30,144.72,10,321,86.83,7.24,0.00,L-1266,Card,EMP-38,Dairy,Premium Brand,None,London,In Stock,NO,Rainy
TXN-50267,STORE-8,P-1,2024-07-08,96.88,8,723,58.13,4.84,0.00,L-1267,Cash,EMP-46,Deli,Premium Brand,None,London,In Stock,YES,Sunny
TXN-50268,STORE-9,P-177,2024-04-02,119.99,2,658,72.00,6.00,0.00,,Cash,EMP-30,Bakery,National Brand,None,New York,In Stock,YES,Cloudy
TXN-50269,STORE-10,P-418,2024-11-02,53.30,7,570,31.98,2.66,0.00,L-1269,Mobile Pay,EMP-40,Deli,Private Label,None,Berlin,In Stock,YES,Rainy
TXN-50270,STORE-1,P-484,2025-03-29,7.10,10,90,4.26,0.35,0.00,,Card,EMP-15,Dairy,Premium Brand,None,Tokyo,In Stock,YES,Sunny
TXN-50271,STORE-2,P-299,2024-10-05,51.25,,515,30.75,2.56,10.25,,Cash,EMP-38,Dairy,National Brand,None,New York,In Stock,NO,Cloudy
TXN-50272,STORE-3,P-386,Sat Sep 07 2024,26.48,1,300,15.89,1.32,5.30,L-1272,Card,EMP-47,Bakery,National Brand,None,London,In Stock,YES,Rainy
TXN-50273,STORE-4,P-26,2025-06-17,106.55,1,296,63.93,5.33,21.31,,Card,EMP-24,Deli,Premium Brand,None,Berlin,In Stock,NO,Cloudy
TXN-50274,STORE-5,P-256,10/31/2025,135.22,9,234,81.13,6.76,0.00,L-1274,Cash,EMP-4,Meat,Premium Brand,None,New York,In Stock,NO,Snowy
TXN-50275,STORE-6,P-40,2024-01-20,120.69,8,92,72.42,6.03,0.00,,Card,EMP-47,Bakery,Private Label,None,Berlin,Low Stock,NO,Rainy
TXN-50276,STORE-7,,2025-06-28, 119.46 ,2,582,71.68,5.97,0.00,L-1276,Cash,EMP-12,Produce,Premium Brand,None,Berlin,In Stock,YES,Cloudy
TXN-50277,STORE-8,P-490,2024-06-30,107.73,10,933,64.64,5.39,0.00,,Mobile Pay,EMP-11,Deli,Premium Brand,None,London,In Stock,NO,Rainy
TXN-50278,STORE-9,P-56,2025-10-03,55.20,7,150,33.12,2.76,0.00,L-1278,Mobile Pay,EMP-10,Grocery,National Brand,None,Paris,In Stock,NO,Sunny
TXN-50279,STORE-10,P-277,2025-04-30,133.79,8,433,80.27,6.69,0.00,,Mobile Pay,EMP-3,Dairy,Premium Brand,None,Tokyo,In Stock,NO,Snowy
TXN-50280,STORE-1,P-138,2024-09-17,50.68,1,639,30.41,2.53,0.00,,Mobile Pay,EMP-44,Meat,Premium Brand,Winter Sale,Tokyo,Low Stock,NO,Cloudy
TXN-50281,STORE-2,P-222,2025-03-27,45.02,4,242,27.01,2.25,0.00,L-1281,Card,EMP-34,Deli,National Brand,None,London,In Stock,NO,Snowy
TXN-50282,STORE-3,P-311,2024-06-07,36.20,6,948,21.72,1.81,0.00,,Mobile Pay,EMP-3,Grocery,National Brand,None,Berlin,Low Stock,NO,Cloudy
TXN-50283,STORE-4,P-308,2026-02-24,30.27,8,940,18.16,1.51,0.00,L-1283,Cash,EMP-3,Produce,National Brand,Winter Sale,Paris,In Stock,NO,Snowy
TXN-50284,STORE-5,P-406,2025-05-29,14.78,5,594,8.87,0.74,0.00,,Cash,EMP-23,Produce,Private Label,None,Berlin,In Stock,NO,Snowy
TXN-50285,STORE-6,P-111,2024-05-17,45.49,3,754,27.30,2.27,0.00,,Card,EMP-44,Grocery,Private Label,None,Berlin,In Stock,NO,Cloudy
TXN-50286,STORE-7,P-321,Tue Aug 26 2025,65.36,8,173,39.21,3.27,0.00,,Cash,EMP-5,Produce,National Brand,None,London,In Stock,YES,Cloudy
TXN-50287,STORE-8,P-284,Thu Feb 15 2024,27.45,2,665,16.47,1.37,5.49,L-1287,Card,EMP-12,Grocery,National Brand,None,New York,In Stock,YES,Cloudy
TXN-50288,STORE-9,P-278,2025-11-13,104.26,7,524,62.55,5.21,0.00,,Card,EMP-6,Meat,National Brand,None,New York,In Stock,NO,Cloudy
TXN-50289,STORE-10,P-419,2025-05-22,100.53,1,436,60.32,5.03,0.00,,Mobile Pay,EMP-40,Grocery,Private Label,None,Berlin,In Stock,NO,Snowy
TXN-50290,STORE-1,,2025-10-28,151.89,10,977,91.14,7.59,0.00,L-1290,Cash,EMP-13,Meat,Private Label,None,New York,In Stock,NO,Cloudy
TXN-50291,STORE-2,P-369,2026-01-29,87.64,6,766,52.59,4.38,0.00,,Mobile Pay,EMP-24,Grocery,Private Label,None,New York,In Stock,NO,Cloudy
TXN-50292,STORE-3,P-8,2024-02-13,64.61,4,75,38.77,3.23,0.00,,Cash,EMP-27,Deli,Private Label,None,Tokyo,In Stock,NO,Sunny
TXN-50293,STORE-4,P-435,2/3/2026,132.30,4,605,79.38,6.61,0.00,L-1293,Card,EMP-19, Bakery ,Private Label,None,Paris,In Stock,YES,Cloudy
TXN-50294,STORE-5,P-131,2025-03-23,17.00,6,817,10.20,0.85,0.00,,Cash,EMP-9,Bakery,National Brand,None,New York,In Stock,NO,Rainy
TXN-50295,STORE-6,P-16,2025-03-30,7.81,6,54,4.69,0.39,0.00,,Cash,EMP-24,Produce,National Brand,None,New York,In Stock,NO,Snowy
TXN-50296,STORE-7,P-208,2025-05-20,131.74,500,901,79.05,6.59,0.00,,Mobile Pay,EMP-35,Produce,Private Label,None,Berlin,In Stock,YES,Sunny
TXN-50297,STORE-8,P-10,2024-03-08,45.35,1,697,27.21,2.27,0.00,L-1297,Cash,EMP-10,Bakery,National Brand,None,London,In Stock,NO,Sunny
TXN-50298,STORE-9,P-416,2025-06-10,71.74,1,146,43.04,3.59,0.00,,Mobile Pay,EMP-49,Grocery,Private Label,None,London,In Stock,NO,Rainy
TXN-50299,STORE-10,P-118,2024-11-22,148.92,10,275,89.35,7.45,0.00,,Cash,EMP-26,Dairy,Premium Brand,Winter Sale,London,In Stock,YES,Rainy
TXN-50300,STORE-1,P-48,2024-10-16,126.35,7,780,75.81,6.32,0.00,,Mobile Pay,EMP-47,Produce,Premium Brand,None,London,In Stock,NO,Rainy
TXN-50301,STORE-2,P-120,2024-01-05,15.72,9,430,9.43,0.79,3.14,,Mobile Pay,EMP-11,Deli,Private Label,None,New York,In Stock,YES,Sunny
TXN-50302,STORE-3,P-57,2026-02-17,70.65,2,927,42.39,3.53,0.00,L-1302,Mobile Pay,EMP-22,Grocery,Premium Brand,None,New York,In Stock,NO,Rainy
TXN-50303,STORE-4,P-145,2025-03-18,80.33,4,635,48.20,4.02,16.07,L-1303,Cash,EMP-42,Grocery,Premium Brand,None,London,In Stock,NO,Rainy
TXN-50304,STORE-5,P-380,2025-01-20,103.65,10,343,62.19,5.18,20.73,L-1304,Cash,EMP-41,Meat,Private Label,Winter Sale,New York,In Stock,NO,Sunny
TXN-50305,STORE-6,P-352,2026-03-05,74.83,900,575,44.90,3.74,14.97,L-1305,Cash,EMP-28,Bakery,Premium Brand,None,Berlin,In Stock,NO,Cloudy
TXN-50306,STORE-7,P-177,2024-06-13,93.10,8,605,55.86,4.65,0.00,,Card,EMP-48,Produce,Premium Brand,None,Berlin,Low Stock,NO,Snowy
TXN-50307,STORE-8,P-345,2025-06-09,2.03,3,879,1.22,0.10,0.00,L-1307,Card,EMP-27,Deli,National Brand,None,Paris,In Stock,YES,Rainy
TXN-50308,STORE-9,P-240,2024-10-08,44.95,7,193,26.97,2.25,8.99,,Cash,EMP-4,Dairy,Premium Brand,None,Tokyo,Low Stock,NO,Sunny
TXN-50309,STORE-10,P-385,2024-06-24,31.09,6,883,18.66,1.55,0.00,,Card,EMP-1,Deli,Private Label,None,New York,In Stock,YES,Cloudy
TXN-50310,STORE-1,P-136,2024-07-22,7.18,5,766,4.31,0.36,0.00,,Card,EMP-6,Grocery,National Brand,None,London,In Stock,NO,Cloudy
TXN-50311,STORE-2,P-190,2024-12-11,17.31,6,344,10.39,0.87,0.00,,Cash,EMP-10,Meat,National Brand,None,Paris,In Stock,YES,Cloudy
TXN-50312,STORE-3,P-232,Tue Oct 22 2024,52.94,5,437,31.76,2.65,0.00,,Card,EMP-14,Bakery,Private Label,None,London,In Stock,YES,Cloudy
TXN-50313,STORE-4,P-85,2025-08-01,138.22,8,154,82.93,6.91,0.00,,Cash,EMP-13,Deli,Premium Brand,None,London,In Stock,NO,Cloudy
TXN-50314,STORE-5,P-405,2024-01-28,123.33,4,6,74.00,6.17,0.00,,Cash,EMP-16,Bakery,Premium Brand,None,Paris,In Stock,YES,Sunny
TXN-50315,STORE-6,P-255,2024-10-03,84.81,7,683,50.88,4.24,0.00,L-1315,Card,EMP-9,Produce,Private Label,None,Tokyo,In Stock,YES,Snowy
TXN-50316,STORE-7,,2025-11-02,143.54,8,532,86.13,7.18,0.00,,Card,EMP-1,Deli,National Brand,None,Tokyo,In Stock,NO,Rainy
